D,T0,T1,T2_mean,Complexity,T2_run_1,T2_run_2,T2_run_3,T2_run_4,T2_run_5
10,0.17776298001408578,1.6000437999609858,15.32595541998744,77.21468001345852,15.050965199945495,15.13673899997957,15.163711000001058,15.561364199966192,15.716997700044885
20,0.17776298001408578,1.7813399001024663,16.264682779973374,81.4755855168678,16.656105499947444,16.11862670001574,16.08351909997873,16.196928499964997,16.268234099959955
