Dimension,Function,Algorithm_A,Algorithm_B,Score_A,Score_B,Score_Sum
10,12,PDABC,Co-PPSO,900.0,0.0,900.0
10,12,PDABC,NLSOMACLP,900.0,0.0,900.0
10,12,ABC,ZOCMAES,900.0,0.0,900.0
10,12,ABC,EA4eigN100_10,900.0,0.0,900.0
10,12,ABC,NL-SHADE-LBC,900.0,0.0,900.0
10,12,ABC,S_LSHADE_DP,900.0,0.0,900.0
10,12,ABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
10,12,ABC,Co-PPSO,900.0,0.0,900.0
10,12,ABC,NLSOMACLP,900.0,0.0,900.0
10,12,ZOCMAES,EA4eigN100_10,0.0,900.0,900.0
10,12,ZOCMAES,NL-SHADE-LBC,319.0,581.0,900.0
10,12,ZOCMAES,S_LSHADE_DP,56.0,844.0,900.0
10,12,ZOCMAES,NL-SHADE-RSP-MID,445.0,455.0,900.0
10,12,ZOCMAES,Co-PPSO,377.0,523.0,900.0
10,12,ZOCMAES,NLSOMACLP,300.0,600.0,900.0
10,12,EA4eigN100_10,NL-SHADE-LBC,900.0,0.0,900.0
10,12,EA4eigN100_10,S_LSHADE_DP,900.0,0.0,900.0
10,12,EA4eigN100_10,NL-SHADE-RSP-MID,900.0,0.0,900.0
10,12,EA4eigN100_10,Co-PPSO,900.0,0.0,900.0
10,12,EA4eigN100_10,NLSOMACLP,900.0,0.0,900.0
10,12,NL-SHADE-LBC,S_LSHADE_DP,19.0,881.0,900.0
10,12,NL-SHADE-LBC,NL-SHADE-RSP-MID,466.5,433.5,900.0
10,12,NL-SHADE-LBC,Co-PPSO,618.0,282.0,900.0
10,12,NL-SHADE-LBC,NLSOMACLP,325.0,575.0,900.0
10,12,S_LSHADE_DP,NL-SHADE-RSP-MID,845.0,55.0,900.0
10,12,S_LSHADE_DP,Co-PPSO,879.0,21.0,900.0
10,12,S_LSHADE_DP,NLSOMACLP,805.0,95.0,900.0
10,12,NL-SHADE-RSP-MID,Co-PPSO,449.0,451.0,900.0
10,12,NL-SHADE-RSP-MID,NLSOMACLP,322.0,578.0,900.0
10,12,Co-PPSO,NLSOMACLP,296.0,604.0,900.0
20,1,PDABC,ABC,900.0,0.0,900.0
20,1,PDABC,ZOCMAES,840.0,60.0,900.0
20,1,PDABC,EA4eigN100_10,900.0,0.0,900.0
20,1,PDABC,NL-SHADE-LBC,900.0,0.0,900.0
20,1,PDABC,S_LSHADE_DP,900.0,0.0,900.0
20,1,PDABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,1,PDABC,Co-PPSO,900.0,0.0,900.0
20,1,PDABC,NLSOMACLP,900.0,0.0,900.0
20,1,ABC,ZOCMAES,180.0,720.0,900.0
20,1,ABC,EA4eigN100_10,1.0,899.0,900.0
20,1,ABC,NL-SHADE-LBC,0.0,900.0,900.0
20,1,ABC,S_LSHADE_DP,900.0,0.0,900.0
20,1,ABC,NL-SHADE-RSP-MID,416.0,484.0,900.0
20,1,ABC,Co-PPSO,880.0,20.0,900.0
20,1,ABC,NLSOMACLP,859.0,41.0,900.0
20,1,ZOCMAES,EA4eigN100_10,691.0,209.0,900.0
20,1,ZOCMAES,NL-SHADE-LBC,300.0,600.0,900.0
20,1,ZOCMAES,S_LSHADE_DP,720.0,180.0,900.0
20,1,ZOCMAES,NL-SHADE-RSP-MID,720.0,180.0,900.0
20,1,ZOCMAES,Co-PPSO,720.0,180.0,900.0
20,1,ZOCMAES,NLSOMACLP,720.0,180.0,900.0
20,1,EA4eigN100_10,NL-SHADE-LBC,0.0,900.0,900.0
20,1,EA4eigN100_10,S_LSHADE_DP,900.0,0.0,900.0
20,1,EA4eigN100_10,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,1,EA4eigN100_10,Co-PPSO,900.0,0.0,900.0
20,1,EA4eigN100_10,NLSOMACLP,900.0,0.0,900.0
20,1,NL-SHADE-LBC,S_LSHADE_DP,900.0,0.0,900.0
20,1,NL-SHADE-LBC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,1,NL-SHADE-LBC,Co-PPSO,900.0,0.0,900.0
20,1,NL-SHADE-LBC,NLSOMACLP,900.0,0.0,900.0
20,1,S_LSHADE_DP,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,1,S_LSHADE_DP,Co-PPSO,780.0,120.0,900.0
20,1,S_LSHADE_DP,NLSOMACLP,0.0,900.0,900.0
20,1,NL-SHADE-RSP-MID,Co-PPSO,900.0,0.0,900.0
20,1,NL-SHADE-RSP-MID,NLSOMACLP,900.0,0.0,900.0
20,1,Co-PPSO,NLSOMACLP,120.0,780.0,900.0
20,2,PDABC,ABC,198.0,702.0,900.0
20,2,PDABC,ZOCMAES,488.0,412.0,900.0
20,2,PDABC,EA4eigN100_10,64.0,836.0,900.0
20,2,PDABC,NL-SHADE-LBC,863.0,37.0,900.0
20,2,PDABC,S_LSHADE_DP,24.0,876.0,900.0
20,2,PDABC,NL-SHADE-RSP-MID,174.0,726.0,900.0
20,2,PDABC,Co-PPSO,240.0,660.0,900.0
20,2,PDABC,NLSOMACLP,689.0,211.0,900.0
20,2,ABC,ZOCMAES,594.0,306.0,900.0
20,2,ABC,EA4eigN100_10,80.0,820.0,900.0
20,2,ABC,NL-SHADE-LBC,870.0,30.0,900.0
20,2,ABC,S_LSHADE_DP,36.0,864.0,900.0
20,2,ABC,NL-SHADE-RSP-MID,265.0,635.0,900.0
20,2,ABC,Co-PPSO,816.0,84.0,900.0
20,2,ABC,NLSOMACLP,727.0,173.0,900.0
20,2,ZOCMAES,EA4eigN100_10,94.0,806.0,900.0
20,2,ZOCMAES,NL-SHADE-LBC,860.0,40.0,900.0
20,2,ZOCMAES,S_LSHADE_DP,60.0,840.0,900.0
20,2,ZOCMAES,NL-SHADE-RSP-MID,302.0,598.0,900.0
20,2,ZOCMAES,Co-PPSO,330.0,570.0,900.0
20,2,ZOCMAES,NLSOMACLP,662.5,237.5,900.0
20,2,EA4eigN100_10,NL-SHADE-LBC,892.0,8.0,900.0
20,2,EA4eigN100_10,S_LSHADE_DP,288.0,612.0,900.0
20,2,EA4eigN100_10,NL-SHADE-RSP-MID,732.0,168.0,900.0
20,2,EA4eigN100_10,Co-PPSO,900.0,0.0,900.0
20,2,EA4eigN100_10,NLSOMACLP,852.0,48.0,900.0
20,2,NL-SHADE-LBC,S_LSHADE_DP,3.0,897.0,900.0
20,2,NL-SHADE-LBC,NL-SHADE-RSP-MID,44.0,856.0,900.0
20,2,NL-SHADE-LBC,Co-PPSO,30.0,870.0,900.0
20,2,NL-SHADE-LBC,NLSOMACLP,51.0,849.0,900.0
20,2,S_LSHADE_DP,NL-SHADE-RSP-MID,834.0,66.0,900.0
20,2,S_LSHADE_DP,Co-PPSO,900.0,0.0,900.0
20,2,S_LSHADE_DP,NLSOMACLP,879.0,21.0,900.0
20,2,NL-SHADE-RSP-MID,Co-PPSO,720.0,180.0,900.0
20,2,NL-SHADE-RSP-MID,NLSOMACLP,799.0,101.0,900.0
20,2,Co-PPSO,NLSOMACLP,630.0,270.0,900.0
20,3,PDABC,ABC,147.0,753.0,900.0
20,3,PDABC,ZOCMAES,900.0,0.0,900.0
20,3,PDABC,EA4eigN100_10,900.0,0.0,900.0
20,3,PDABC,NL-SHADE-LBC,900.0,0.0,900.0
20,3,PDABC,S_LSHADE_DP,900.0,0.0,900.0
20,3,PDABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,3,PDABC,Co-PPSO,900.0,0.0,900.0
20,3,PDABC,NLSOMACLP,900.0,0.0,900.0
20,3,ABC,ZOCMAES,900.0,0.0,900.0
20,3,ABC,EA4eigN100_10,900.0,0.0,900.0
20,3,ABC,NL-SHADE-LBC,900.0,0.0,900.0
20,3,ABC,S_LSHADE_DP,900.0,0.0,900.0
20,3,ABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,3,ABC,Co-PPSO,900.0,0.0,900.0
20,3,ABC,NLSOMACLP,900.0,0.0,900.0
20,3,ZOCMAES,EA4eigN100_10,510.0,390.0,900.0
20,3,ZOCMAES,NL-SHADE-LBC,463.0,437.0,900.0
20,3,ZOCMAES,S_LSHADE_DP,510.0,390.0,900.0
20,3,ZOCMAES,NL-SHADE-RSP-MID,333.0,567.0,900.0
20,3,ZOCMAES,Co-PPSO,531.0,369.0,900.0
20,3,ZOCMAES,NLSOMACLP,510.0,390.0,900.0
20,3,EA4eigN100_10,NL-SHADE-LBC,0.0,900.0,900.0
20,3,EA4eigN100_10,S_LSHADE_DP,0.0,900.0,900.0
20,3,EA4eigN100_10,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,3,EA4eigN100_10,Co-PPSO,860.0,40.0,900.0
20,3,EA4eigN100_10,NLSOMACLP,98.0,802.0,900.0
20,3,NL-SHADE-LBC,S_LSHADE_DP,900.0,0.0,900.0
20,3,NL-SHADE-LBC,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,3,NL-SHADE-LBC,Co-PPSO,900.0,0.0,900.0
20,3,NL-SHADE-LBC,NLSOMACLP,900.0,0.0,900.0
20,3,S_LSHADE_DP,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,3,S_LSHADE_DP,Co-PPSO,900.0,0.0,900.0
20,3,S_LSHADE_DP,NLSOMACLP,900.0,0.0,900.0
20,3,NL-SHADE-RSP-MID,Co-PPSO,900.0,0.0,900.0
20,3,NL-SHADE-RSP-MID,NLSOMACLP,900.0,0.0,900.0
20,3,Co-PPSO,NLSOMACLP,0.0,900.0,900.0
20,4,PDABC,ABC,900.0,0.0,900.0
20,4,PDABC,ZOCMAES,239.0,661.0,900.0
20,4,PDABC,EA4eigN100_10,11.0,889.0,900.0
20,4,PDABC,NL-SHADE-LBC,0.0,900.0,900.0
20,4,PDABC,S_LSHADE_DP,39.0,861.0,900.0
20,4,PDABC,NL-SHADE-RSP-MID,459.0,441.0,900.0
20,4,PDABC,Co-PPSO,199.0,701.0,900.0
20,4,PDABC,NLSOMACLP,500.0,400.0,900.0
20,4,ABC,ZOCMAES,0.0,900.0,900.0
20,4,ABC,EA4eigN100_10,0.0,900.0,900.0
20,4,ABC,NL-SHADE-LBC,0.0,900.0,900.0
20,4,ABC,S_LSHADE_DP,0.0,900.0,900.0
20,4,ABC,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,4,ABC,Co-PPSO,0.0,900.0,900.0
20,4,ABC,NLSOMACLP,0.0,900.0,900.0
20,4,ZOCMAES,EA4eigN100_10,127.0,773.0,900.0
20,4,ZOCMAES,NL-SHADE-LBC,2.0,898.0,900.0
20,4,ZOCMAES,S_LSHADE_DP,327.0,573.0,900.0
20,4,ZOCMAES,NL-SHADE-RSP-MID,673.0,227.0,900.0
20,4,ZOCMAES,Co-PPSO,489.5,410.5,900.0
20,4,ZOCMAES,NLSOMACLP,692.0,208.0,900.0
20,4,EA4eigN100_10,NL-SHADE-LBC,164.0,736.0,900.0
20,4,EA4eigN100_10,S_LSHADE_DP,751.0,149.0,900.0
20,4,EA4eigN100_10,NL-SHADE-RSP-MID,895.0,5.0,900.0
20,4,EA4eigN100_10,Co-PPSO,838.0,62.0,900.0
20,4,EA4eigN100_10,NLSOMACLP,892.5,7.5,900.0
20,4,NL-SHADE-LBC,S_LSHADE_DP,900.0,0.0,900.0
20,4,NL-SHADE-LBC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,4,NL-SHADE-LBC,Co-PPSO,893.0,7.0,900.0
20,4,NL-SHADE-LBC,NLSOMACLP,900.0,0.0,900.0
20,4,S_LSHADE_DP,NL-SHADE-RSP-MID,881.0,19.0,900.0
20,4,S_LSHADE_DP,Co-PPSO,755.0,145.0,900.0
20,4,S_LSHADE_DP,NLSOMACLP,875.0,25.0,900.0
20,4,NL-SHADE-RSP-MID,Co-PPSO,150.0,750.0,900.0
20,4,NL-SHADE-RSP-MID,NLSOMACLP,513.0,387.0,900.0
20,4,Co-PPSO,NLSOMACLP,753.0,147.0,900.0
20,5,PDABC,ABC,900.0,0.0,900.0
20,5,PDABC,ZOCMAES,60.0,840.0,900.0
20,5,PDABC,EA4eigN100_10,0.0,900.0,900.0
20,5,PDABC,NL-SHADE-LBC,0.0,900.0,900.0
20,5,PDABC,S_LSHADE_DP,900.0,0.0,900.0
20,5,PDABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,5,PDABC,Co-PPSO,672.0,228.0,900.0
20,5,PDABC,NLSOMACLP,900.0,0.0,900.0
20,5,ABC,ZOCMAES,0.0,900.0,900.0
20,5,ABC,EA4eigN100_10,0.0,900.0,900.0
20,5,ABC,NL-SHADE-LBC,0.0,900.0,900.0
20,5,ABC,S_LSHADE_DP,0.0,900.0,900.0
20,5,ABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,5,ABC,Co-PPSO,38.0,862.0,900.0
20,5,ABC,NLSOMACLP,0.0,900.0,900.0
20,5,ZOCMAES,EA4eigN100_10,840.0,60.0,900.0
20,5,ZOCMAES,NL-SHADE-LBC,808.0,92.0,900.0
20,5,ZOCMAES,S_LSHADE_DP,842.0,58.0,900.0
20,5,ZOCMAES,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,5,ZOCMAES,Co-PPSO,876.0,24.0,900.0
20,5,ZOCMAES,NLSOMACLP,866.0,34.0,900.0
20,5,EA4eigN100_10,NL-SHADE-LBC,0.0,900.0,900.0
20,5,EA4eigN100_10,S_LSHADE_DP,900.0,0.0,900.0
20,5,EA4eigN100_10,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,5,EA4eigN100_10,Co-PPSO,810.0,90.0,900.0
20,5,EA4eigN100_10,NLSOMACLP,900.0,0.0,900.0
20,5,NL-SHADE-LBC,S_LSHADE_DP,900.0,0.0,900.0
20,5,NL-SHADE-LBC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,5,NL-SHADE-LBC,Co-PPSO,900.0,0.0,900.0
20,5,NL-SHADE-LBC,NLSOMACLP,900.0,0.0,900.0
20,5,S_LSHADE_DP,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,5,S_LSHADE_DP,Co-PPSO,538.0,362.0,900.0
20,5,S_LSHADE_DP,NLSOMACLP,424.0,476.0,900.0
20,5,NL-SHADE-RSP-MID,Co-PPSO,0.0,900.0,900.0
20,5,NL-SHADE-RSP-MID,NLSOMACLP,0.0,900.0,900.0
20,5,Co-PPSO,NLSOMACLP,412.0,488.0,900.0
20,6,PDABC,ABC,900.0,0.0,900.0
20,6,PDABC,ZOCMAES,0.0,900.0,900.0
20,6,PDABC,EA4eigN100_10,0.0,900.0,900.0
20,6,PDABC,NL-SHADE-LBC,0.0,900.0,900.0
20,6,PDABC,S_LSHADE_DP,0.0,900.0,900.0
20,6,PDABC,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,6,PDABC,Co-PPSO,381.0,519.0,900.0
20,6,PDABC,NLSOMACLP,0.0,900.0,900.0
20,6,ABC,ZOCMAES,0.0,900.0,900.0
20,6,ABC,EA4eigN100_10,0.0,900.0,900.0
20,6,ABC,NL-SHADE-LBC,0.0,900.0,900.0
20,6,ABC,S_LSHADE_DP,0.0,900.0,900.0
20,6,ABC,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,6,ABC,Co-PPSO,14.0,886.0,900.0
20,6,ABC,NLSOMACLP,0.0,900.0,900.0
20,6,ZOCMAES,EA4eigN100_10,0.0,900.0,900.0
20,6,ZOCMAES,NL-SHADE-LBC,0.0,900.0,900.0
20,6,ZOCMAES,S_LSHADE_DP,0.0,900.0,900.0
20,6,ZOCMAES,NL-SHADE-RSP-MID,2.0,898.0,900.0
20,6,ZOCMAES,Co-PPSO,891.0,9.0,900.0
20,6,ZOCMAES,NLSOMACLP,439.0,461.0,900.0
20,6,EA4eigN100_10,NL-SHADE-LBC,817.0,83.0,900.0
20,6,EA4eigN100_10,S_LSHADE_DP,852.0,48.0,900.0
20,6,EA4eigN100_10,NL-SHADE-RSP-MID,897.0,3.0,900.0
20,6,EA4eigN100_10,Co-PPSO,900.0,0.0,900.0
20,6,EA4eigN100_10,NLSOMACLP,900.0,0.0,900.0
20,6,NL-SHADE-LBC,S_LSHADE_DP,623.0,277.0,900.0
20,6,NL-SHADE-LBC,NL-SHADE-RSP-MID,860.0,40.0,900.0
20,6,NL-SHADE-LBC,Co-PPSO,900.0,0.0,900.0
20,6,NL-SHADE-LBC,NLSOMACLP,900.0,0.0,900.0
20,6,S_LSHADE_DP,NL-SHADE-RSP-MID,730.0,170.0,900.0
20,6,S_LSHADE_DP,Co-PPSO,900.0,0.0,900.0
20,6,S_LSHADE_DP,NLSOMACLP,897.0,3.0,900.0
20,6,NL-SHADE-RSP-MID,Co-PPSO,900.0,0.0,900.0
20,6,NL-SHADE-RSP-MID,NLSOMACLP,879.0,21.0,900.0
20,6,Co-PPSO,NLSOMACLP,13.0,887.0,900.0
20,7,PDABC,ABC,358.0,542.0,900.0
20,7,PDABC,ZOCMAES,900.0,0.0,900.0
20,7,PDABC,EA4eigN100_10,900.0,0.0,900.0
20,7,PDABC,NL-SHADE-LBC,900.0,0.0,900.0
20,7,PDABC,S_LSHADE_DP,900.0,0.0,900.0
20,7,PDABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,7,PDABC,Co-PPSO,900.0,0.0,900.0
20,7,PDABC,NLSOMACLP,900.0,0.0,900.0
20,7,ABC,ZOCMAES,900.0,0.0,900.0
20,7,ABC,EA4eigN100_10,900.0,0.0,900.0
20,7,ABC,NL-SHADE-LBC,900.0,0.0,900.0
20,7,ABC,S_LSHADE_DP,900.0,0.0,900.0
20,7,ABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,7,ABC,Co-PPSO,900.0,0.0,900.0
20,7,ABC,NLSOMACLP,900.0,0.0,900.0
20,7,ZOCMAES,EA4eigN100_10,0.0,900.0,900.0
20,7,ZOCMAES,NL-SHADE-LBC,0.0,900.0,900.0
20,7,ZOCMAES,S_LSHADE_DP,0.0,900.0,900.0
20,7,ZOCMAES,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,7,ZOCMAES,Co-PPSO,21.0,879.0,900.0
20,7,ZOCMAES,NLSOMACLP,0.0,900.0,900.0
20,7,EA4eigN100_10,NL-SHADE-LBC,234.0,666.0,900.0
20,7,EA4eigN100_10,S_LSHADE_DP,708.0,192.0,900.0
20,7,EA4eigN100_10,NL-SHADE-RSP-MID,727.0,173.0,900.0
20,7,EA4eigN100_10,Co-PPSO,900.0,0.0,900.0
20,7,EA4eigN100_10,NLSOMACLP,650.0,250.0,900.0
20,7,NL-SHADE-LBC,S_LSHADE_DP,771.0,129.0,900.0
20,7,NL-SHADE-LBC,NL-SHADE-RSP-MID,830.0,70.0,900.0
20,7,NL-SHADE-LBC,Co-PPSO,900.0,0.0,900.0
20,7,NL-SHADE-LBC,NLSOMACLP,757.0,143.0,900.0
20,7,S_LSHADE_DP,NL-SHADE-RSP-MID,495.0,405.0,900.0
20,7,S_LSHADE_DP,Co-PPSO,890.0,10.0,900.0
20,7,S_LSHADE_DP,NLSOMACLP,371.0,529.0,900.0
20,7,NL-SHADE-RSP-MID,Co-PPSO,886.0,14.0,900.0
20,7,NL-SHADE-RSP-MID,NLSOMACLP,350.0,550.0,900.0
20,7,Co-PPSO,NLSOMACLP,7.0,893.0,900.0
20,8,PDABC,ABC,514.0,386.0,900.0
20,8,PDABC,ZOCMAES,880.0,20.0,900.0
20,8,PDABC,EA4eigN100_10,840.0,60.0,900.0
20,8,PDABC,NL-SHADE-LBC,840.0,60.0,900.0
20,8,PDABC,S_LSHADE_DP,840.0,60.0,900.0
20,8,PDABC,NL-SHADE-RSP-MID,840.0,60.0,900.0
20,8,PDABC,Co-PPSO,853.0,47.0,900.0
20,8,PDABC,NLSOMACLP,840.0,60.0,900.0
20,8,ABC,ZOCMAES,817.0,83.0,900.0
20,8,ABC,EA4eigN100_10,779.0,121.0,900.0
20,8,ABC,NL-SHADE-LBC,779.0,121.0,900.0
20,8,ABC,S_LSHADE_DP,780.0,120.0,900.0
20,8,ABC,NL-SHADE-RSP-MID,780.0,120.0,900.0
20,8,ABC,Co-PPSO,781.0,119.0,900.0
20,8,ABC,NLSOMACLP,780.0,120.0,900.0
20,8,ZOCMAES,EA4eigN100_10,4.0,896.0,900.0
20,8,ZOCMAES,NL-SHADE-LBC,13.0,887.0,900.0
20,8,ZOCMAES,S_LSHADE_DP,22.0,878.0,900.0
20,8,ZOCMAES,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,8,ZOCMAES,Co-PPSO,166.0,734.0,900.0
20,8,ZOCMAES,NLSOMACLP,61.0,839.0,900.0
20,8,EA4eigN100_10,NL-SHADE-LBC,571.0,329.0,900.0
20,8,EA4eigN100_10,S_LSHADE_DP,722.0,178.0,900.0
20,8,EA4eigN100_10,NL-SHADE-RSP-MID,467.0,433.0,900.0
20,8,EA4eigN100_10,Co-PPSO,881.0,19.0,900.0
20,8,EA4eigN100_10,NLSOMACLP,791.0,109.0,900.0
20,8,NL-SHADE-LBC,S_LSHADE_DP,600.0,300.0,900.0
20,8,NL-SHADE-LBC,NL-SHADE-RSP-MID,339.0,561.0,900.0
20,8,NL-SHADE-LBC,Co-PPSO,843.0,57.0,900.0
20,8,NL-SHADE-LBC,NLSOMACLP,748.0,152.0,900.0
20,8,S_LSHADE_DP,NL-SHADE-RSP-MID,167.0,733.0,900.0
20,8,S_LSHADE_DP,Co-PPSO,803.0,97.0,900.0
20,8,S_LSHADE_DP,NLSOMACLP,675.0,225.0,900.0
20,8,NL-SHADE-RSP-MID,Co-PPSO,897.0,3.0,900.0
20,8,NL-SHADE-RSP-MID,NLSOMACLP,793.0,107.0,900.0
20,8,Co-PPSO,NLSOMACLP,266.0,634.0,900.0
20,9,PDABC,ABC,900.0,0.0,900.0
20,9,PDABC,ZOCMAES,30.0,870.0,900.0
20,9,PDABC,EA4eigN100_10,30.0,870.0,900.0
20,9,PDABC,NL-SHADE-LBC,30.0,870.0,900.0
20,9,PDABC,S_LSHADE_DP,30.0,870.0,900.0
20,9,PDABC,NL-SHADE-RSP-MID,30.0,870.0,900.0
20,9,PDABC,Co-PPSO,30.0,870.0,900.0
20,9,PDABC,NLSOMACLP,30.0,870.0,900.0
20,9,ABC,ZOCMAES,0.0,900.0,900.0
20,9,ABC,EA4eigN100_10,0.0,900.0,900.0
20,9,ABC,NL-SHADE-LBC,0.0,900.0,900.0
20,9,ABC,S_LSHADE_DP,0.0,900.0,900.0
20,9,ABC,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,9,ABC,Co-PPSO,0.0,900.0,900.0
20,9,ABC,NLSOMACLP,0.0,900.0,900.0
20,9,ZOCMAES,EA4eigN100_10,0.0,900.0,900.0
20,9,ZOCMAES,NL-SHADE-LBC,900.0,0.0,900.0
20,9,ZOCMAES,S_LSHADE_DP,900.0,0.0,900.0
20,9,ZOCMAES,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,9,ZOCMAES,Co-PPSO,150.0,750.0,900.0
20,9,ZOCMAES,NLSOMACLP,900.0,0.0,900.0
20,9,EA4eigN100_10,NL-SHADE-LBC,900.0,0.0,900.0
20,9,EA4eigN100_10,S_LSHADE_DP,900.0,0.0,900.0
20,9,EA4eigN100_10,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,9,EA4eigN100_10,Co-PPSO,900.0,0.0,900.0
20,9,EA4eigN100_10,NLSOMACLP,900.0,0.0,900.0
20,9,NL-SHADE-LBC,S_LSHADE_DP,900.0,0.0,900.0
20,9,NL-SHADE-LBC,NL-SHADE-RSP-MID,450.0,450.0,900.0
20,9,NL-SHADE-LBC,Co-PPSO,150.0,750.0,900.0
20,9,NL-SHADE-LBC,NLSOMACLP,900.0,0.0,900.0
20,9,S_LSHADE_DP,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,9,S_LSHADE_DP,Co-PPSO,150.0,750.0,900.0
20,9,S_LSHADE_DP,NLSOMACLP,0.0,900.0,900.0
20,9,NL-SHADE-RSP-MID,Co-PPSO,150.0,750.0,900.0
20,9,NL-SHADE-RSP-MID,NLSOMACLP,900.0,0.0,900.0
20,9,Co-PPSO,NLSOMACLP,750.0,150.0,900.0
20,10,PDABC,ABC,90.0,810.0,900.0
20,10,PDABC,ZOCMAES,900.0,0.0,900.0
20,10,PDABC,EA4eigN100_10,900.0,0.0,900.0
20,10,PDABC,NL-SHADE-LBC,900.0,0.0,900.0
20,10,PDABC,S_LSHADE_DP,900.0,0.0,900.0
20,10,PDABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,10,PDABC,Co-PPSO,900.0,0.0,900.0
20,10,PDABC,NLSOMACLP,900.0,0.0,900.0
20,10,ABC,ZOCMAES,900.0,0.0,900.0
20,10,ABC,EA4eigN100_10,900.0,0.0,900.0
20,10,ABC,NL-SHADE-LBC,900.0,0.0,900.0
20,10,ABC,S_LSHADE_DP,900.0,0.0,900.0
20,10,ABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,10,ABC,Co-PPSO,900.0,0.0,900.0
20,10,ABC,NLSOMACLP,900.0,0.0,900.0
20,10,ZOCMAES,EA4eigN100_10,33.0,867.0,900.0
20,10,ZOCMAES,NL-SHADE-LBC,0.0,900.0,900.0
20,10,ZOCMAES,S_LSHADE_DP,0.0,900.0,900.0
20,10,ZOCMAES,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,10,ZOCMAES,Co-PPSO,65.0,835.0,900.0
20,10,ZOCMAES,NLSOMACLP,0.0,900.0,900.0
20,10,EA4eigN100_10,NL-SHADE-LBC,8.0,892.0,900.0
20,10,EA4eigN100_10,S_LSHADE_DP,0.0,900.0,900.0
20,10,EA4eigN100_10,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,10,EA4eigN100_10,Co-PPSO,794.0,106.0,900.0
20,10,EA4eigN100_10,NLSOMACLP,0.0,900.0,900.0
20,10,NL-SHADE-LBC,S_LSHADE_DP,0.0,900.0,900.0
20,10,NL-SHADE-LBC,NL-SHADE-RSP-MID,0.0,900.0,900.0
20,10,NL-SHADE-LBC,Co-PPSO,900.0,0.0,900.0
20,10,NL-SHADE-LBC,NLSOMACLP,0.0,900.0,900.0
20,10,S_LSHADE_DP,NL-SHADE-RSP-MID,300.0,600.0,900.0
20,10,S_LSHADE_DP,Co-PPSO,900.0,0.0,900.0
20,10,S_LSHADE_DP,NLSOMACLP,900.0,0.0,900.0
20,10,NL-SHADE-RSP-MID,Co-PPSO,900.0,0.0,900.0
20,10,NL-SHADE-RSP-MID,NLSOMACLP,900.0,0.0,900.0
20,10,Co-PPSO,NLSOMACLP,0.0,900.0,900.0
20,11,PDABC,ABC,900.0,0.0,900.0
20,11,PDABC,ZOCMAES,900.0,0.0,900.0
20,11,PDABC,EA4eigN100_10,900.0,0.0,900.0
20,11,PDABC,NL-SHADE-LBC,900.0,0.0,900.0
20,11,PDABC,S_LSHADE_DP,900.0,0.0,900.0
20,11,PDABC,NL-SHADE-RSP-MID,900.0,0.0,900.0
20,11,PDABC,Co-PPSO,900.0,0.0,900.0
20,11,PDABC,NLSOMACLP,900.0,0.0,900.0
20,11,ABC,ZOCMAES,889.0,11.0,900.0
20,11,ABC,EA4eigN100_10,900.0,0.0,900.0
20,11,ABC,NL-SHADE-LBC,900.0,0.0,900.0
20,11,ABC,S_LSHADE_DP,900.0,0.0,900.0
20,11,ABC,NL-SHADE-RSP-MID,897.0,3.0,900.0
20,11,ABC,Co-PPSO,898.0,2.0,900.0
20,11,ABC,NLSOMACLP,900.0,0.0,900.0
20,11,ZOCMAES,EA4eigN100_10,536.5,363.5,900.0
20,11,ZOCMAES,NL-SHADE-LBC,449.5,450.5,900.0
20,11,ZOCMAES,S_LSHADE_DP,70.5,829.5,900.0
