3.0874267842307108e+02	1.8685710512562127e+02	1.6688411946753286e+03	1.1695397344499165e+03	1.5079031980802802e+02	6.7857396627636786e+02	1.0221384696378659e+03	7.9686914342182126e+02	2.7025822211890386e+02	2.6662528176771707e+02	4.1468111788055239e+02	7.8438830161411624e+02	9.2209206126712024e+02	2.3838451868022603e+03	1.5173914826097814e+02	7.8268285921336678e+02	3.5560815416269645e+02	4.1675868056767945e+02	1.6812372723313915e+03	1.3348679589751132e+03	3.8830487354781064e+02	1.7781428770372486e+03	5.9686191267831100e+02	9.7661902510651248e+02	2.7950337337593237e+03	1.2727036397084996e+03	1.5518992706824786e+03	7.7855747515498206e+02	3.1869713042534715e+02	1.7638026454547298e+02
1.5332441325211244e+02	1.7269453155996803e+02	4.4884127637348047e+02	8.2791456317345228e+02	1.0099542078053605e+02	3.9536855435736129e+02	3.9224171234011101e+02	7.7916703679890111e+02	2.4051256955840643e+02	1.6401541935472017e+02	2.3297096658038674e+02	2.6512888979637478e+02	7.4766892038604919e+02	9.6660255396334060e+02	1.1867793937353736e+02	2.8960061638200114e+02	3.0955601975006607e+02	1.2534173749212709e+02	1.1076708791226797e+03	4.2346204400550846e+02	2.3883677766569849e+02	3.9568261304640691e+02	3.4382647511348421e+02	6.1691971740721101e+02	1.1546269427120430e+03	3.3307615520847298e+02	5.0916320059575924e+02	2.4029572062505372e+02	1.2749535477457584e+02	7.4145891946044003e+01
4.6523230589942045e+01	9.4334898552712275e+01	1.4614533733777830e+02	1.8610920495533958e+02	8.9670027813552053e+01	1.0692273534184676e+02	3.1258985632887038e+02	3.1415607155179327e+02	1.2664690423430011e+02	9.6840663563647524e+01	7.9899275777077492e+01	9.6802791127699777e+01	3.1281790480523341e+02	7.4386205148879071e+02	1.1593665485505380e+02	1.4694318654149652e+02	9.6262613894808510e+01	7.8424704045186047e+01	5.7013466929956951e+02	2.5927861276458202e+02	1.8575337097823910e+02	2.5693267553066767e+02	1.3671116655902858e+02	3.2015281092310920e+02	1.2683269736360637e+02	2.4252952169427351e+02	4.5870215366028151e+02	1.7516706615734029e+02	1.2079279748880606e+02	4.9837403745897461e+01
2.1804645310993237e+01	8.5052304943432887e+01	1.3686277070033941e+02	8.6783182672751536e+01	4.3292150404432562e+01	9.6741497028294475e+01	2.2730840791207333e+02	5.6864647078030487e+01	9.4021958904720179e+01	6.1746739740685371e+01	7.6624529640830303e+01	6.5503528748349879e+01	1.4228951736937620e+02	1.1137878135508777e+02	1.0961199281243813e+02	1.1891569506308224e+02	5.5741381865780738e+01	7.3959793971183728e+01	2.3722407594471508e+02	6.1105121642976428e+01	9.9642366137865338e+01	3.3536373100917785e+01	9.2566941727079779e+01	1.4100768405848044e+02	1.1233068184937508e+02	1.3004458399878240e+02	1.5114328164476569e+02	1.4094842018158988e+02	1.0334838668714946e+02	2.6553115378754740e+01
2.6638611974489663e+00	8.2828745002020355e+01	7.7185698563425319e+01	4.3263686754966102e+01	2.1722210941534570e+01	9.1234795139353309e+01	1.1151039975417416e+02	2.5983090530334607e+01	7.6778941527839152e+01	4.5279502878680773e+01	7.4397759026947881e+01	5.4133900475388259e+01	5.2501624837775466e+01	5.5346184548847646e+01	8.0131864800137350e+01	3.6353015434202462e+01	2.4759934231806824e+01	1.6685430681080277e+01	3.4240646799987644e+01	3.4534536156264949e+01	4.7865896218978662e+01	1.7519963302912686e+01	4.5788727054309504e+01	3.3236900295643864e+01	8.3488799422730153e+01	6.2576545125907955e+01	1.0377013040555755e+02	8.3638249555773257e+01	9.7661425494000866e+01	2.2598515997408015e+01
5.0356227914426199e-01	3.4010552484018092e+01	3.9462866113645475e+01	1.3651270308478729e+01	1.4314834583274148e+01	6.2600492642175084e+01	6.6654670980654146e+01	1.8661341627621539e+01	3.4354174237974291e+01	2.4954273603769138e+01	4.8000369275185960e+01	1.6002842212498877e+01	3.0321359251361798e+01	1.6260085117805943e+01	7.3054954275291379e+01	8.8244509981907413e+00	7.8466828665588082e+00	7.5493161565443074e+00	2.6381637760713659e+01	7.3437968739822850e+00	1.9386469067314010e+01	1.4439786974269055e+01	3.9844835972899375e+01	2.1180940063234004e+01	7.3033740159298077e+01	5.2406787488344094e+01	7.1204312467268096e+01	6.3252346310170026e+01	7.0903665279973097e+01	1.7829109360653604e+01
1.8907428833216500e-01	3.2304598551384913e+01	2.6505325525690182e+01	9.9587262234895206e+00	1.2044393994354664e+01	2.0164701505148457e+01	2.8822852817432533e+01	1.5018157978103034e+01	2.6160142178801209e+01	1.6041616774515319e+01	2.3371367884066160e+01	7.7819616233024362e+00	1.7291138408370728e+01	8.1544722298743864e+00	4.7847696770383493e+01	7.4542006682447095e+00	3.5446338768745136e+00	3.3153078322216629e+00	1.5070102033052194e+01	6.4349648116848357e-01	8.1126683572896923e+00	1.4081179028045653e+01	2.9519368256003645e+01	1.7116047702624996e+01	4.7138508030484616e+01	3.1533096713177315e+01	1.7371520459703845e+01	2.8376772667058276e+01	2.7673088167366984e+01	1.7469550800153399e+01
1.8907428833216500e-01	2.5424003706282065e+01	1.0396114711416317e+01	1.5949610258695088e+00	5.9955096494847453e+00	1.3065156652367307e+01	9.1208705901284475e+00	9.8982121314010669e+00	3.1520988863287585e+00	7.8186475134265265e-01	3.8247275583401006e+00	6.9756869051902299e+00	9.6085612224223951e+00	2.0778191934895176e+00	1.3643678080161521e+01	2.9092069156244520e+00	1.5850786948420250e+00	1.4210187313880169e+00	7.2961412705309954e+00	1.0416500157236896e-01	3.2611143391241058e+00	8.6972851461847540e+00	1.5028102919180014e+01	1.5926716177278308e+01	2.4252472692267588e+01	1.3495171936749557e+01	7.0858369944780293e+00	8.1772400302597816e+00	1.5732107547455030e+01	1.4264651549503640e+01
1.8907428833216500e-01	1.0179146554068780e+01	1.1181360673601262e+00	1.7289631148486251e-01	5.9955096494847453e+00	2.1649711282801718e+00	1.7785431278803685e+00	6.7521324909000668e+00	3.2348762045324975e-01	7.0943094037488663e-02	4.2140039715695821e-01	6.8968161985570759e+00	3.3452462356535762e-01	4.0986201221591045e-01	7.9712383465889047e+00	1.2451558335317827e+00	7.6985296489107213e-01	6.3050506669787865e-01	4.3668377176397826e+00	4.0834917706263241e-02	3.5901891708965650e-01	3.6077626640401945e+00	8.6483576676424718e+00	1.0230025704889215e+01	3.3752146542875039e+00	3.5646328078910301e+00	2.4275639865629159e+00	3.4519445914751259e+00	1.6045736694539983e+00	1.8700349152161948e+00
1.8907428833216500e-01	1.7119736763243054e-01	3.5534441893611302e-01	1.0644037154878561e-01	2.5796519691477329e+00	2.1278720953819175e-01	4.1127028872222127e-01	7.6076306217311185e-01	8.5566267325532408e-02	6.9483141765033452e-02	3.3998220014086655e-01	2.0505887703024541e+00	2.4398724391801352e-01	5.7629124146160393e-02	7.3581309917478279e+00	2.8337516308545219e-01	6.3566697663287641e-01	5.6852494298703959e-01	5.8045313051491121e-01	4.0834917706263241e-02	1.7046223859756537e-01	1.0828237740784061e+00	3.0689207341151814e-01	9.0183907808025197e+00	3.0790727772961191e-01	1.3160374078793211e+00	3.9952245921341500e-01	1.4844435987687916e+00	2.8082615980645187e-01	1.9619629539664629e-01
